Loading core dump: C:\WAVEE\WaveeMusic\.tmp-dumps\ui-20260517-212245.dmp ...
Statistics:
          MT   Count TotalSize Class Name
7ffc4a531160       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.Text.RegularExpressions.RegexCache+Key, System.Text.RegularExpressions.RegexCache+Node>
7ffc4a53c548       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.Media.LoadedImageSurface, Microsoft.UI.Xaml.Media.LoadedImageSourceLoadCompletedEventArgs>>>
7ffc4a56a118       1        40 System.Buffers.SharedArrayPool<Wavee.UI.WinUI.ViewModels.ArtistTopTrackVm>
7ffc4a598150       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<Microsoft.UI.Xaml.DependencyObject, Wavee.UI.WinUI.Behaviors.Track.TrackColorHintBehavior+State>
7ffc4a59a4e8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<Microsoft.UI.Xaml.FrameworkElement, Wavee.UI.WinUI.Behaviors.CardHoverScaleBehavior+HandlerHolder>
7ffc4b9fa830       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.Controls.DragItemsStartingEventHandler>>
7ffc4b9fbed8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.Controls.ListViewBase, Microsoft.UI.Xaml.Controls.DragItemsCompletedEventArgs>>>
7ffc4a6c4a18       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Wavee.Core.Data.EntityStore<System.String, Wavee.UI.Models.PlaylistDetailDto>+Slot>
7ffc4ab629e0       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.Int64, System.Threading.Tasks.TaskCompletionSource<Wavee.Playback.Contracts.CommandResultMessage>>
7ffc4b9f8ed0       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.Controls.TextChangedEventHandler>>
7ffc4b9fec28       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.Controls.ItemsView, Microsoft.UI.Xaml.Controls.ItemsViewSelectionChangedEventArgs>>>
7ffc4db2b598       1        40 Wavee.UI.Models.ShowPaletteDto
7ffc491d3540       1        40 System.Lazy<Wavee.Core.Http.Login5Client>
7ffc491d94d8       1        40 System.Collections.Generic.Deque<System.ValueTuple<System.Byte, System.Byte[]>>
7ffc491d9de0       1        40 System.Threading.Channels.BoundedChannel<System.ValueTuple<System.Byte, System.Byte[]>>+BoundedChannelReader
7ffc491dccf8       1        40 System.Threading.Channels.BoundedChannel<System.ValueTuple<System.Byte, System.Byte[]>>+BoundedChannelWriter
7ffc491dfc40       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, System.Lazy<System.Threading.Tasks.Task<Wavee.Core.Playlists.CachedPlaylist>>>
7ffc491f5158       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Wavee.Core.Playlists.PlaylistCacheService+NegativeCacheEntry>
7ffc495ec708       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.Input.TappedEventHandler>>
7ffc495ef9c0       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.UIElement, Microsoft.UI.Xaml.Input.ContextRequestedEventArgs>>>
7ffc49611bc8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.Controls.ItemsRepeater, Microsoft.UI.Xaml.Controls.ItemsRepeaterElementPreparedEventArgs>>>
7ffc4961a080       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.UIElement, Microsoft.UI.Xaml.DragStartingEventArgs>>>
7ffc49649560       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Collections.Generic.IList<System.String>, ABI.System.Collections.Generic.IList<System.String>+ToAbiHelper>
7ffc4964d0f0       1        40 System.Lazy<Wavee.Controls.Lyrics.Services.LocalizationService.ILocalizationService>
7ffc4964d8c0       1        40 System.Lazy<NTextCat.RankedLanguageIdentifier>
7ffc496dac78       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, System.Threading.CancellationTokenSource>
7ffc496d94e0       1        40 System.Collections.ObjectModel.ReadOnlyObservableCollection<Wavee.UI.WinUI.ViewModels.FriendFeedRowViewModel>
7ffc496de610       1        40 System.Collections.Generic.LinkedList<System.Collections.Generic.KeyValuePair<System.String, System.ValueTuple<Wavee.Controls.Lyrics.Models.Lyrics.LyricsData, System.String>>>
7ffc498822c8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Windows.Input.ICommand, WinRT.EventRegistrationTokenTable<System.EventHandler>>
7ffc498ce7b8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.ComponentModel.INotifyPropertyChanged, WinRT.EventRegistrationTokenTable<System.ComponentModel.PropertyChangedEventHandler>>
7ffc4998de48       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Wavee.Core.Data.EntityStore<System.String, Wavee.UI.Contracts.ArtistOverviewResult>+Slot>
7ffc4998f350       1        40 System.Collections.Generic.LinkedList<System.Collections.Generic.KeyValuePair<System.String, System.Collections.Generic.List<Wavee.UI.Models.AlbumTrackDto>>>
7ffc486cdd00       1        40 Wavee.UI.WinUI.Services.AiCapabilities
7ffc49991030       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, System.Lazy<System.Threading.Tasks.Task<Wavee.UI.WinUI.Services.LyricsAiResult>>>
7ffc486cb778       1        40 Wavee.UI.WinUI.ViewModels.Artist.ArtistRelatedArtistsViewModel
7ffc4899d488       1        40 Wavee.UI.WinUI.Controls.HeroHeader.HeroHeader+HeroHeader_obj1_Bindings+HeroHeader_obj1_BindingsTracking
7ffc49a07a00       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.Input.HoldingEventHandler>>
7ffc49e15bb0       1        40 System.Net.WebSockets.ClientWebSocket
7ffc4b01d428       1        40 System.Threading.Tasks.TaskFactory<System.Threading.Tasks.Task<System.String>>
7ffc4b01e630       1        40 System.Threading.Tasks.TaskFactory<System.Threading.Tasks.Task<System.Int64>>
7ffc47d6bc10       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Runtime.InteropServices.ComWrappers+ComInterfaceEntry>
7ffc4d608938       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.System.Collections.Generic.KeyValuePair<System.Object, System.Object>+ToIKeyValuePair>
7ffc48c95430       1        40 Microsoft.Extensions.Options.OptionsFactory<Microsoft.Extensions.Logging.LoggerFilterOptions>
7ffc48c9b6a0       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, System.Lazy<Microsoft.Extensions.Logging.LoggerFilterOptions>>
7ffc48c97dc8       1        40 Microsoft.Extensions.Options.OptionsFactory<Microsoft.Extensions.Logging.LoggerFactoryOptions>
7ffc48c97c98       1        40 Microsoft.Extensions.Options.UnnamedOptionsManager<Microsoft.Extensions.Logging.LoggerFactoryOptions>
7ffc48c9da10       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Microsoft.Extensions.Logging.Logger>
7ffc48c9b588       1        40 System.Lazy<Microsoft.Extensions.Logging.LoggerFilterOptions>
7ffc48ccd690       1        40 Microsoft.Extensions.Options.OptionsFactory<Microsoft.Extensions.Hosting.ConsoleLifetimeOptions>
7ffc48ccd560       1        40 Microsoft.Extensions.Options.UnnamedOptionsManager<Microsoft.Extensions.Hosting.ConsoleLifetimeOptions>
7ffc48ccdbd0       1        40 Microsoft.Extensions.Options.OptionsFactory<Microsoft.Extensions.Hosting.HostOptions>
7ffc48ccdaa0       1        40 Microsoft.Extensions.Options.UnnamedOptionsManager<Microsoft.Extensions.Hosting.HostOptions>
7ffc48bd1688       1        40 Microsoft.Extensions.Hosting.HostOptions
7ffc48cd68d8       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Wavee.Core.Storage.MetadataDatabase+CachedExtensionEntry>
7ffc48d91e80       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Microsoft.Extensions.Logging.LogValuesFormatter>
7ffc48d980a0       1        40 Serilog.Extensions.Logging.CachingMessageTemplateParser
7ffc49735b18       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.Input.RightTappedEventHandler>>
7ffc49a54ed8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.Controls.ItemsRepeater, Microsoft.UI.Xaml.Controls.ItemsRepeaterElementClearingEventArgs>>>
7ffc49d75740       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.UInt64, Wavee.Core.Mercury.MercuryManager+MercuryPendingRequest>
7ffc49d772a8       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Wavee.Core.Http.KeymasterTokenProvider+CachedToken>
7ffc49d7d2d8       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.String, Wavee.Connect.PendingRequest>
7ffc49d974e0       1        40 System.Collections.Concurrent.ConcurrentQueue<Wavee.Connect.Protocol.DealerMessage>
7ffc49d98410       1        40 System.Threading.Channels.UnboundedChannel<Wavee.Connect.Protocol.DealerMessage>+UnboundedChannelReader
7ffc49d9e328       1        40 System.Collections.Concurrent.ConcurrentQueue<Wavee.Connect.Protocol.DealerRequest>
7ffc49d9e9b8       1        40 System.Threading.Channels.UnboundedChannel<Wavee.Connect.Protocol.DealerRequest>+UnboundedChannelReader
7ffc497c23a8       1        40 System.Net.Http.Headers.NameValueWithParametersHeaderValue
7ffc4a237b78       1        40 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Collections.Generic.Dictionary<System.Object, System.String>>
7ffc49510b48       1        40 Wavee.Connect.ConnectDevice
7ffc4b09f620       1        40 System.Reactive.Linq.ObservableImpl.Select<Wavee.Connect.LibraryChangeEvent, System.String>+Selector+_
7ffc4cf7c318       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<System.EventHandler<Microsoft.UI.Xaml.Controls.ScrollViewerViewChangingEventArgs>>>
7ffc4cb29048       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Collections.Generic.IList<System.Object>, ABI.System.Collections.Generic.IList<System.Object>+ToAbiHelper>
7ffc4cb2a270       1        40 System.Buffers.SharedArrayPool<Wavee.UI.Models.PlaylistTrackDto>
7ffc4d2b1858       1        40 System.Buffers.SharedArrayPool<Wavee.UI.WinUI.ViewModels.Home.BrowseAllItem>
7ffc4d61b5f8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.DependencyPropertyChangedEventHandler>>
7ffc4d61c4e8       1        40 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.VisualStateChangedEventHandler>>
7ffc48906418       1        40 Wavee.UI.WinUI.Helpers.Application.AppLifecycleHelper+<>c__DisplayClass33_2
7ffc48a38f28       1        40 System.Diagnostics.Tracing.EventSourceAttribute
7ffc48502a48       1        40 System.Reflection.CerHashtable<System.String, System.RuntimeType[]>+Table
7ffc497c7cf8       2        48 System.Buffers.StandardFormat
7ffc4a16e3f0       2        48 Google.Protobuf.Extension[]
7ffc49fd30f8       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTopCities>+<>c__DisplayClass10_0
7ffc49fd4930       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistTopCity>>+<>c__DisplayClass10_0
7ffc49fd8968       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTopTracks>+<>c__DisplayClass10_0
7ffc49fd8f98       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistPopularReleases>+<>c__DisplayClass10_0
7ffc49fd92b0       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistRelease>+<>c__DisplayClass10_0
7ffc49fdab58       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistTopTrackItem>>+<>c__DisplayClass10_0
7ffc49ff0200       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTrackAlbum>+<>c__DisplayClass10_0
7ffc49ff0b48       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTrackAssociationsInfo>+<>c__DisplayClass10_0
7ffc49ff10e0       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Boolean>+<>c__DisplayClass15_0
7ffc49ffb790       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistVideoAssociationsInfo>+<>c__DisplayClass10_0
7ffc49ffbaa8       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistAudioAssociations>+<>c__DisplayClass10_0
7ffc49ffe0b8       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistAudioAssociationItem>>+<>c__DisplayClass10_0
7ffc4a000660       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistTrackAudioRef>+<>c__DisplayClass10_0
7ffc4a00ef50       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistRelatedArtists>+<>c__DisplayClass10_0
7ffc4a010690       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistRelatedArtistItem>>+<>c__DisplayClass10_0
7ffc4a013f18       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistWatchFeedThumbnail>+<>c__DisplayClass10_0
7ffc4a014230       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistWatchFeedVideo>+<>c__DisplayClass10_0
7ffc4a015958       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistWatchFeedThumbnailData>+<>c__DisplayClass10_0
7ffc4a018e80       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistMusicVideoItem>>+<>c__DisplayClass10_0
7ffc4a01c678       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistConcerts>+<>c__DisplayClass10_0
7ffc4a01c990       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistMerch>+<>c__DisplayClass10_0
7ffc4a01e0e8       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistConcertItem>>+<>c__DisplayClass10_0
7ffc4a030660       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistConcertData>+<>c__DisplayClass10_0
7ffc4a031d88       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistConcertLocation>+<>c__DisplayClass10_0
7ffc4a034338       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistMerchItem>>+<>c__DisplayClass10_0
7ffc4a036930       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistMerchImage>+<>c__DisplayClass10_0
7ffc4a038e80       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistVerificationTrait>+<>c__DisplayClass10_0
7ffc4a825e28       1        48 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.BatchedExtensionResponse>
7ffc4a855338       1        48 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.EntityExtensionDataArray>
7ffc4a8558f0       1        48 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.EntityExtensionData>
7ffc4a877440       1        48 ZstdSharp.Unsafe.ZSTD_getAllMatchesFn[][]
7ffc4a7a1ee0       1        48 Google.Protobuf.MessageParser<Wavee.Protocol.ExtendedMetadata.ListMetadataV2>
7ffc48924528       1        48 Wavee.UI.WinUI.Data.Contexts.LibrarySyncOrchestrator+<>c__DisplayClass13_0
7ffc4b19b348       2        48 Wavee.Protocol.Playlist.Op[]
7ffc4b19bd60       1        48 Google.Protobuf.MessageParser<Wavee.Protocol.Playlist.Capabilities>
7ffc4cac2a68       2        48 System.WeakReference<Wavee.UI.WinUI.Views.PlaylistPage+PlaylistPage_obj1_Bindings>
7ffc4ce0b7c8       2        48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.UserLocationMe>+<>c__DisplayClass10_0
