Loading core dump: C:\WAVEE\WaveeMusic\.tmp-dumps\ui-20260517-212245.dmp ...
Statistics:
          MT   Count TotalSize Class Name
7ffc4ddb9e78       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.SeoRecommendedEpisodeItem>
7ffc49011cb0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.UI.WinUI.Data.Models.HomeSectionPref>>
7ffc4900ec40       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.HomeSectionPref>
7ffc4900e430       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.ShellSessionState>
7ffc4900e588       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.ShellLayoutState>
7ffc490109e8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Controls.Sidebar.SidebarDisplayMode>
7ffc4900fd78       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Enums.RightPanelMode>
7ffc490103c8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Enums.PlayerLocation>
7ffc49011a00       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.UI.WinUI.Data.Models.SidebarGroupState>>
7ffc4900e2d8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.SidebarGroupState>
7ffc490118a8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.UI.WinUI.Data.Models.TabSessionState>>
7ffc4900e180       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.TabSessionState>
7ffc4900e6e0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.SerializedNavigationParameter>
7ffc4900f138       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.CloseTabsBehavior>
7ffc49220960       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.IReadOnlyDictionary<System.String, System.String>>
7ffc4ab6d728       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Playback.Contracts.AudioHostConfig>
7ffc4bb8cec8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvTrackUnion>
7ffc4bb8fc38       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.NpvCredit>>
7ffc4bb8de40       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvCredit>
7ffc4bb8dcc8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvCreditsTrait>
7ffc4bb8df98       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvContributorsContainer>
7ffc4bb8fd90       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.NpvContributor>>
7ffc4bb8e100       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvContributor>
7ffc4bb8d728       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvRoleGroup>
7ffc4bb8d458       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvSourcesContainer>
7ffc4bb8f988       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.NpvSource>>
7ffc4bb8d5c0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvSource>
7ffc4bb8e3b0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvCanvas>
7ffc4bb8d890       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvRelatedVideosPage>
7ffc4bb8fae0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.NpvRelatedVideo>>
7ffc4bb8d9f8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvRelatedVideo>
7ffc4bb8d198       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvTrackOfVideo>
7ffc4bb8d020       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvTrackOfVideoData>
7ffc4bb8caa0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvVideoAlbum>
7ffc4bb8c3d8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvVideoCoverArt>
7ffc4bb8c280       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvVideoExtractedColors>
7ffc4bb8c688       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvVideoArtists>
7ffc4bb8f6d8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.NpvVideoArtistItem>>
7ffc4bb8c938       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvVideoArtistItem>
7ffc4bb8c7e0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvVideoArtistProfile>
7ffc4bb8e258       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvContentRating>
7ffc4bb8c530       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvVideoAssociations>
7ffc4bb8e528       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvAudioAssociations>
7ffc4bb8fee8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.NpvAudioAssociationItem>>
7ffc4bb8e680       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvAudioAssociationItem>
7ffc4bb8d2f0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvTrackAudioRef>
7ffc4bb8db60       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvMerch>
7ffc4bb8f580       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<System.Object>>
7ffc4900d280       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Object>
7ffc4bb8e7e8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvAssociationsV3>
7ffc4bb8cd60       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvUnmappedVideoAssociations>
7ffc4bb8f830       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.NpvUnmappedVideoItem>>
7ffc4bb8cc08       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvUnmappedVideoItem>
7ffc4bb8e940       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvAssociatedTrackRef>
7ffc4a05abc8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvArtistVariables>
7ffc4c9ec6e8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackResponse>
7ffc4c9ee978       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackData>
7ffc4c9edd60       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackUnion>
7ffc4c9eec28       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackContentRating>
7ffc4c9ee820       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackDuration>
7ffc4c9ef590       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackAlbum>
7ffc4c9eead0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackCoverArt>
7ffc4c9eed80       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackAssociations>
7ffc4c9edc08       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackVideoAssociations>
7ffc4c9ee6c8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackFirstArtist>
7ffc4c9ef998       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.GetTrackFirstArtistItem>>
7ffc4c9ee570       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackFirstArtistItem>
7ffc4c9ef188       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackArtistProfile>
7ffc4c9eeed8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackArtistVisuals>
7ffc4c9ef438       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackArtistAvatarImage>
7ffc4c9ef2e0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackArtistDiscography>
7ffc4c9edeb8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackTopTracks>
7ffc4c9ef6e8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.GetTrackTopTrackItem>>
7ffc4c9ee010       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackTopTrackItem>
7ffc4c9ee168       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackTopTrackData>
7ffc4c9ef030       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackArtistRelatedContent>
7ffc4c9ee2c0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackRelatedArtistsPage>
7ffc4c9ef840       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.GetTrackRelatedArtist>>
7ffc4c9ee418       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackRelatedArtist>
7ffc4a059258       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.GetTrackVariables>
7ffc4d2bca48       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.PlaylistExtender.ExtendPlaylistRequest>
7ffc4da60748       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.TimeSpan>
7ffc4da609c8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.UI.Contracts.TrackArtistRef>>
7ffc4da600f8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.Contracts.TrackArtistRef>
7ffc48fcbc00       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.AppSettings>
7ffc4921d468       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Playlists.PersistedPlaylistItems>
7ffc49220808       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Playlists.CachedPlaylistItem>>
7ffc49220558       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Playlists.CachedPlaylistItem>
7ffc4ab6c300       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Playback.Contracts.PlayTrackCommand>
7ffc4ab6b030       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Playback.Contracts.TrackMetadataDto>
7ffc4c1f2630       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.ExtractedColorsResponse>
7ffc4c1f29a8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.ExtractedColorsData>
7ffc4c1f2db0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.IReadOnlyList<Wavee.Core.Http.Pathfinder.ExtractedColorEntry>>
7ffc4c1f2b00       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.ExtractedColorEntry>
7ffc4c1f2c58       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.ColorValue>
7ffc4a061530       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.ExtractedColorsVariables>
7ffc4a0586a8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.SeoRecommendedEpisodesVariables>
7ffc4ddcdb08       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentsResponse>
7ffc4ddcfcc0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentsData>
7ffc4dde0838       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentPage>>
7ffc4dde0028       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentPage>
7ffc4dde0990       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.EntityCommentItem>>
7ffc4dde0180       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentItem>
7ffc4dde0588       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentAuthorWrapper>
7ffc4dde06e0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentAuthor>
7ffc4dde0430       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentAvatar>
7ffc4dde02d8       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentDate>
7ffc4ddcfe18       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.EntityCommentReactionsMetadata>
7ffc4900f758       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.CachingProfile>
7ffc49011b58       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<Wavee.UI.WinUI.Data.Models.LyricsSourcePref>>
7ffc4900e838       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.LyricsSourcePref>
7ffc49011e08       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.Dictionary<System.String, Wavee.UI.WinUI.Data.Models.LibraryTabPreferences>>
7ffc4900e990       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.UI.WinUI.Data.Models.LibraryTabPreferences>
7ffc4ab6cdc0       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Playback.Contracts.DerivePlayPlayKeyResult>
7ffc4ab6d070       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Playback.Contracts.DeferredResolvedCommand>
7ffc4bb7b788       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvArtistResponse>
7ffc4bb8ea98       1       368 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Wavee.Core.Http.Pathfinder.NpvArtistData>
7ffc47da7530       1       376 ABI.Windows.Foundation.IPropertyValue+Vftbl
7ffc497089e0       5       376 System.ValueTuple<System.Double, System.Double>[]
7ffc4964a958       5       376 System.Delegate[]
7ffc4a1b6158       5       376 Google.Protobuf.Reflection.OneofDescriptorProto[]
7ffc4a28f710       1       376 Wavee.Audio.PlaybackOrchestrator
7ffc48080830       1       376 Wavee.UI.WinUI.Controls.HeroHeader.HeroHeader
7ffc4a110920      16       384 SharpGen.Runtime.Result
7ffc49ff7a28       6       384 System.Func<System.Object, Wavee.Core.Http.Pathfinder.ArtistTrackArtistProfile>
7ffc49ff7b18       6       384 System.Action<System.Object, Wavee.Core.Http.Pathfinder.ArtistTrackArtistProfile>
7ffc48983a38      12       384 Wavee.UI.WinUI.Behaviors.CardHoverScaleBehavior+HandlerHolder
7ffc48d9c438      12       384 System.Threading.ThreadLocal<Serilog.Extensions.Logging.SerilogLoggerProvider+ScopeCollector>+LinkedSlotVolatile[]
7ffc4956b5d8       8       384 Microsoft.UI.Xaml.RoutedEventArgs
7ffc481fdd38       8       384 Wavee.UI.WinUI.Data.Parameters.TabItemParameter
7ffc485b4040      12       384 System.Collections.Generic.List<System.IDisposable>
7ffc494d0708       6       384 System.Action<System.Exception>
7ffc4a7ee750       6       384 System.Func<Wavee.Protocol.Metadata.Image, System.Int32>
7ffc4a570fe0       6       384 System.Func<System.String, System.ValueTuple<System.String, System.Collections.Generic.IEnumerable<Wavee.Protocol.ExtendedMetadata.ExtensionKind>>>
7ffc48249d50       2       384 Microsoft.UI.Xaml.Controls.PipsPager
7ffc49461e98       6       384 System.Func<System.Collections.Generic.List<System.String>>
7ffc49461f78       6       384 System.Action<System.Text.Json.Utf8JsonWriter, System.Collections.Generic.List<System.String>>
7ffc4b9f49f8       6       384 System.Collections.Generic.HashSet<Wavee.UI.WinUI.ViewModels.LazyTrackItem>
7ffc498abe30       4       384 System.Collections.Generic.Dictionary<System.String, System.Resources.ResourceSet>+Entry[]
7ffc4956ac58       6       384 Windows.Foundation.TypedEventHandler<Microsoft.UI.Xaml.Controls.TeachingTip, Microsoft.UI.Xaml.Controls.TeachingTipClosedEventArgs>
7ffc4a60fc38       3       384 Newtonsoft.Json.Serialization.JsonPrimitiveContract
7ffc494f5f18       6       384 System.Action<Wavee.Connect.PlaybackState>
7ffc4c672348       6       384 System.Func<Wavee.UI.WinUI.ViewModels.HomeSectionItem, System.Boolean>
7ffc4db1afa0       6       384 System.Func<System.Object, Wavee.Core.Http.Pathfinder.PathfinderShowColor>
7ffc4db1b090       6       384 System.Action<System.Object, Wavee.Core.Http.Pathfinder.PathfinderShowColor>
7ffc4b97abc8       3       384 System.Runtime.CompilerServices.AsyncTaskMethodBuilder<System.Threading.Tasks.VoidTaskResult>+AsyncStateMachineBox<Wavee.AudioIpc.AudioPipelineProxy+<SendSimpleCommandAsync>d__98>
7ffc49842388      12       384 System.Net.IPEndPoint
7ffc4a243260      12       384 System.Collections.Generic.List<Wavee.Audio.Queue.IQueueItem>
7ffc48da1cf8       3       384 Wavee.Core.Storage.Abstractions.ICleanableCache[]
7ffc484f4ac8       6       384 System.Action<System.Object, System.IntPtr>
7ffc498a5c58       4       384 System.Resources.ResourceManager
7ffc48fc65e0       4       384 System.Reflection.RuntimeAssembly+ManifestResourceStream
7ffc4af16358      12       384 System.Collections.Generic.List<Wavee.Audio.Queue.QueueTrack>
7ffc4b04d9e0       6       384 System.Func<Google.Protobuf.IMessage, System.Int32>
7ffc4956b7b8       6       384 Windows.Foundation.TypedEventHandler<Wavee.UI.WinUI.Controls.NavigationToolbar.NavigationToolbar, Microsoft.UI.Xaml.RoutedEventArgs>
7ffc49f815e0       6       384 System.Func<System.Object, Wavee.Core.Http.Pathfinder.ArtistPinnedItemImage>
7ffc49f816d0       6       384 System.Action<System.Object, Wavee.Core.Http.Pathfinder.ArtistPinnedItemImage>
7ffc4a675a28       2       384 System.Collections.Generic.Dictionary<System.String, Newtonsoft.Json.Serialization.JsonProperty>+Entry[]
7ffc4b131000       6       384 System.Action<Wavee.Protocol.Player.DeviceInfo, System.Boolean>
7ffc4a23ab58       8       384 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Collections.Generic.Dictionary<System.Object, System.String>>+Node
7ffc49edbe60       6       384 Wavee.UI.Contracts.ArtistMerchResult
7ffc487cc540       1       384 Wavee.UI.WinUI.Views.YourEpisodesView+YourEpisodesView_obj1_Bindings
7ffc4a7e6e48       6       384 Google.Protobuf.ValueReader<Wavee.Protocol.Metadata.Restriction>
7ffc4a7e70c8       6       384 Google.Protobuf.FieldCodec<Wavee.Protocol.Metadata.Restriction>+InputMerger
7ffc4b130e58       6       384 System.Func<Wavee.Protocol.Player.DeviceInfo, System.Boolean>
7ffc49570420       6       384 CommunityToolkit.WinUI.Controls.SettingsControlsRns.CommunityToolkit_WinUI_Controls_SettingsControls_XamlTypeInfo.StaticInitializer
7ffc49768158       2       384 System.Collections.Generic.Dictionary<System.String, System.Text.Json.Serialization.Converters.EnumConverter<Wavee.Protocol.AuthenticationType>+EnumFieldInfo>+Entry[]
7ffc4a2101d8       6       384 System.Func<Wavee.Protocol.Player.PlayerState, System.String>
7ffc4a2104e0       6       384 System.Action<Wavee.Protocol.Player.PlayerState, System.String>
7ffc4ab66fa8       1       384 Wavee.Playback.Contracts.IpcJsonContext
7ffc4a2160c0       6       384 System.Func<Wavee.Protocol.Player.PlayOrigin, System.String>
7ffc4a216278       6       384 System.Action<Wavee.Protocol.Player.PlayOrigin, System.String>
7ffc4d6113e0       6       384 CommunityToolkit.WinUI.Controls.SettingsControlsRns.CommunityToolkit_WinUI_Controls_SettingsControls_XamlTypeInfo.Getter
7ffc4d611558       6       384 CommunityToolkit.WinUI.Controls.SettingsControlsRns.CommunityToolkit_WinUI_Controls_SettingsControls_XamlTypeInfo.Setter
7ffc4ae55f88      16       384 System.Diagnostics.Tracing.EventTask
7ffc4ae56180      16       384 System.Diagnostics.Tracing.EventOpcode
7ffc4981e9a8       7       392 Microsoft.UI.Xaml.Data.CollectionViewSource
7ffc482b1d90       1       392 Wavee.UI.WinUI.Views.HomePage
7ffc4d9b9e50       7       392 Wavee.UI.Models.LibraryArtistAlbumDto
7ffc49527ec8       7       392 WinRT._EventSource_global__Windows_Foundation_TypedEventHandler_global__Microsoft_UI_Dispatching_DispatcherQueueTimer__object_
7ffc499970e8       7       392 System.Collections.ObjectModel.ObservableCollection<Wavee.UI.WinUI.ViewModels.LazyReleaseItem>
7ffc4808e708       1       392 Wavee.UI.WinUI.Controls.NavigationToolbar.NavigationToolbar
7ffc48f6fe20      10       400 System.Runtime.CompilerServices.ConditionalWeakTable<System.Object, ABI.WinRT.Interop.EventSource<Microsoft.UI.Xaml.RoutedEventHandler>>
7ffc49fcdc38       5       400 System.Text.Json.Serialization.Metadata.JsonParameterInfo<Wavee.Core.Http.Pathfinder.ArtistExtractedColorSet>
7ffc4a006808       5       400 System.Text.Json.Serialization.Metadata.JsonParameterInfo<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ArtistRelease>>
7ffc49f49640       5       400 System.Text.Json.Serialization.Metadata.JsonParameterInfo<Wavee.Core.Http.Pathfinder.AoArtistVisuals>
7ffc4cef6308       5       400 System.Text.Json.Serialization.Metadata.JsonParameterInfo<System.Double>
7ffc497c0988      10       400 System.Text.Json.Utf8JsonWriterCache+ThreadLocalState
7ffc4b97e358       5       400 System.Collections.Generic.Dictionary<System.Int32, System.Diagnostics.ProcessInfo>
7ffc4afab388       5       400 WinRT._EventSource_global__Windows_Foundation_TypedEventHandler_global__Microsoft_UI_Xaml_Documents_Hyperlink__global__Microsoft_UI_Xaml_Documents_HyperlinkClickEventArgs_+EventState
7ffc47fd9738       2       400 Wavee.UI.WinUI.Controls.Browse.BrowseGrid
7ffc498e8dc0      10       400 Microsoft.Win32.SafeHandles.SafeCertContextHandle
7ffc49732920       5       400 WinRT._EventSource_global__Windows_Foundation_TypedEventHandler_global__Microsoft_UI_Xaml_Controls_TeachingTip__object_+EventState
7ffc49543f48       6       400 Wavee.UI.WinUI.Controls.Sidebar.SidebarItemModel[]
7ffc47487f68       1       400 System.Diagnostics.Tracing.RuntimeEventSource
7ffc47ec6fa0       5       400 System.Buffers.AsciiByteSearchValues<System.Buffers.SearchValues+FalseConst>
7ffc496420c8       5       400 Wavee.Controls.Lyrics.Helper.ValueTransition<Windows.UI.Color>
7ffc4b97a750       3       408 System.Runtime.CompilerServices.AsyncTaskMethodBuilder<System.Threading.Tasks.VoidTaskResult>+AsyncStateMachineBox<Wavee.Playback.Contracts.IpcPipeTransport+<SendAsync>d__12>
7ffc48260408       1       408 Wavee.UI.WinUI.ViewModels.ArtistsLibraryViewModel
7ffc4a0b24f8       1       408 ComputeSharp.D2D1.WinUI.PixelShaderEffect<Wavee.Controls.Lyrics.Shaders.FluidBackgroundEffect>+SourceCollection
7ffc4a0b4728       1       408 ComputeSharp.D2D1.WinUI.PixelShaderEffect<Wavee.Controls.Lyrics.Shaders.SnowEffect>+SourceCollection
7ffc4a0b6e28       1       408 ComputeSharp.D2D1.WinUI.PixelShaderEffect<Wavee.Controls.Lyrics.Shaders.FogEffect>+SourceCollection
7ffc4a0b9798       1       408 ComputeSharp.D2D1.WinUI.PixelShaderEffect<Wavee.Controls.Lyrics.Shaders.RaindropEffect>+SourceCollection
7ffc4c21c1c8       8       416 Wavee.UI.WinUI.ViewModels.HomeChipViewModel[]
7ffc4867dc50      13       416 Microsoft.Win32.SafeHandles.SafeWaitHandle
7ffc4ce5dcf8       8       416 CommunityToolkit.WinUI.TransitionHelper+IKeyFrameCompositionAnimationFactory[]
7ffc48a4d748       2       416 System.Globalization.CalendarData[]
7ffc499858c8      13       416 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry
7ffc4964dd40       1       416 Wavee.Controls.Lyrics.Models.ExtendedLanguage[]
7ffc48794eb0       1       424 Wavee.UI.WinUI.Views.ArtistsLibraryView+ArtistsLibraryView_obj1_Bindings
7ffc48bba7e8       1       424 System.Collections.Concurrent.ConcurrentQueueSegment<System.Threading.PortableThreadPool+IOCompletionPoller+Event>
